keep ,one’shead(在困境中)保持冷静
relief ,n.宽慰，轻松；减轻，消除；救济
typhoon ,n.台风
destructive ,adj.引起破坏(或毁灭)的，破坏(或毁灭)性的
pole ,n.柱，杆；极
inform ,vt.了解，熟悉；通知
hurricane ,n.飓风
conference ,n.会议，研讨会；讨论，商谈
shock ,n.震惊，惊愕；剧烈震动vt.使震惊
scare ,vt.&vi.惊吓，害怕n.恐慌；惊吓
power ,n.电，电力；权力；政权；控制力；能力；能量；力量
run out of ,用完，耗尽
supply ,n.补给，补给品；供应；供应量，储备vt.供应，供给，提供
donate ,vt.捐赠，赠送；献(血)
charity ,n.慈善机构(或组织)；慈善，施舍；仁爱，宽容
staff ,n.全体职工；管理人员vt.在…工作，任职于
slide ,n.幻灯片；降低；滑行；山崩vi.&vt.滑行；逐渐陷入
fund ,n.资金；基金
flood ,n.洪水，水灾；大量vi.&vt.淹没，泛滥；大量涌入；充满
downstairs ,adv.在楼下，往楼下n.楼下
document ,n.文件，公文；(计算机中的)文档
honey ,n.(爱称)亲爱的；蜂蜜
otherwise ,adv.否则，不然；除此以外
curious ,adj.好奇的；奇特的
*Roman ,adj.古罗马的；罗马的n.古罗马人；罗马人
erupt ,vi.&vt.(火山)爆发；突然发生
unearth ,vt.使出土，挖掘，发掘；发现，找到
destination ,n.目的地，终点
bar ,n.酒吧；小馆子；吧台；条，块；栏杆；障碍vt.封；阻挡；阻止
import ,vt.进口，引进
export ,vt.出口，输出
port ,n.港口，避风港；港口城市
cloud-capped ,adj.高耸入云的，耸入云霄的
*ashy ,adj.覆盖着灰的；灰色的
*dawn ,n.黎明，破晓；开端，萌芽vi.开始；开始清楚
volcano ,n.火山
take the form of ,呈现…的形状；采取…的形式
trunk ,n.树干
unbearable ,adj.难耐的，无法忍受的
break out ,突然开始，爆发
beyond ,adv.在(或向)较远处，在另一边prep.在(或向)更远处；超出；晚于；无法；超出…之外
distance ,n.遥远，久远；距离；差异；疏远
far and wide ,到处，各处
pattern ,n.图案，花样；模式；范例；模型
column ,n.柱，圆柱；柱状物；栏；专栏；队，列
rescue ,n.&vt.救援，营救，抢救
sharp ,adj.灵敏的；锋利的；急剧的；明显的；尖锐的；强烈的
locate ,vt.找出…的准确位置；把…安置在(或建造于)
retire ,vi.&vt.退休，退职
Unit 3,
*webcam ,n.网络摄像头
pot ,n.壶，瓶，罐；锅
*emoji ,n.表情符号
comic ,n.连环漫画；喜剧演员adj.滑稽的；喜剧的
take off ,突然大受欢迎，迅速流行
frontier ,n.国界，边界；尖端，边缘
billion ,num.十亿
obviously ,adv.显然，明显地
access ,n.机会，权利；入径，通道vt.到达，进入，使用
extent ,n.程度，限度；范围
to a certain extent ,在一定程度上
at one’s fingertips,掌握(信息)，熟悉、精通(知识等)，了如指掌
click ,n.点击，单击；咔哒声vi.&vt.使发出咔哒声；点击，单击
button ,n.按键；纽扣
recipe ,n.食谱；方法，秘诀
military ,adj.军事的，军队的
affair ,n.公共事务，政治事务；事件，事情
bring up ,使显示在计算机屏幕上，调出；提出
majority ,n.大部分，大多数；多数票
goods ,n.商品，货品；私人财产
commerce ,n.商务，商业，贸易
deliver ,vt.递送，传送；发表，宣布；交出
site ,n.网站，站点；地点；现场
boot ,n.靴子
arrangement ,n.安排；布置；约定；排列
cash ,n.现金；金钱，资金
above all else ,最重要的是，尤其是
establish ,vt.建立(关系或联系)；设立；确立；使得到认可；查实，确定
software ,n.软件
instant ,adj.立即的，立刻的；方便的n.瞬间，片刻；某一时刻
comment ,n.议论，评论；批评，指责vi.&vt.表达意见
aware ,adj.知道，意识到；察觉到，发觉；有…意识的
surf ,vt.&vi.(互联网上)冲浪，浏览；进行冲浪运动
guideline ,n.准则，指导方针；参考
remove ,vt.删除；移走；开除
file ,n.文件；文件夹；档案
belong ,vi.应在(某处)；能适应
belong to ,属于，归…所有
ballet ,n.芭蕾舞；芭蕾舞剧；芭蕾舞团
set up ,创建，建立
request ,vt.要求，请求n.要求，请求；要求的事
technical ,adj.技术的，技能的；专门技术的；专业的
upload ,vt.上载，上传
download ,vt.下载
percentage ,n.百分率，百分比；提成
entertainment ,n.娱乐活动；招待，娱乐
mobile ,adj.可移动的，非固定的；行动方便的；流动的n.手机
device ,n.设备，仪器；手段，技巧
addict ,n.对…入迷的人；瘾君子
be glued to sth ,全神贯注看着某物，离某物很近
Wi-Fi ,n.无线网络
battery ,n.电池
quit ,"vt.&vi.(quit,quit;quitted,quitted)停止，戒掉；离开"
shoot past ,飞驰而过
knock sb off ,one’sfeet撞倒某人，使某人双脚离地
scary ,adj.恐怖的，吓人的
somehow ,adv.不知怎么地；以某种方式(或方法)
be lost in ,全神贯注，沉浸于
journal ,n.日记；报纸，杂志
reveal ,vt.展示，显出；揭示，透露
appreciate ,vt.欣赏，赏识；感谢
wide-ranging ,adj.覆盖面广的，内容广泛的
opera ,n.歌剧；歌剧院
badminton ,n.羽毛球运动
cut back on ,减少，削减
Unit 4,
republic ,n.共和国，共和政体
*malaria ,n.疟疾
deadly ,adj.致命的；十足的，彻底的
survival ,n.生存，存活；残存物，幸存事物
province ,n.省，省份
broad ,adj.广泛的；宽阔的，广阔的；概括的；开阔的
intend ,vt.&vi.想要，计划；意指
*extract ,vt.提取；选录；取出；设法得到
herb ,n.药草，香草；草本
refer ,to查阅，参考；提到，谈及
experiment ,n.实验，试验；尝试，实践vi.做试验，进行实验；尝试
trial ,n.试用，试验；审讯，审判；考验vi.&vt.测试，试验
limited ,adj.有限的
household ,adj.家庭的，家用的，家务的n.一家人，家庭
container ,n.容器；集装箱，货柜
postpone ,vt.延迟，延期
sufficient ,adj.足够的，充足的
data ,n.数据，资料，材料
speed ,up(使)加速
pay off ,成功，奏效，达到目的
error ,n.错误，差错
through trial and error ,反复试验
wisdom ,n.智慧，知识，学问；才智；明智
beneficial ,adj.有益的，有用的
conduct ,vt.&vi.组织，实施；指挥；引导；举止
illustrate ,vt.说明，解释；加插图于
*penicillin ,n.青霉素，盘尼西林
*mould ,(AmEmold)n.霉菌；模具；类型vt.浇铸；塑造
*bacteria ,n.(sing.bacterium)细菌
surround ,vt.围绕，环绕；包围；与…紧密相关
indicate ,vt.表明；暗示；提及；指出
accident ,n.意外，偶然的事；事故，意外遭遇
by accident ,偶然，意外地
intelligent ,adj.有才智的，聪明的；有智力的
favour ,(AmEfavor)vt.较喜欢；偏袒；有助于n.帮助，好事；赞同；偏袒
politician ,n.政治家，从政者；投机钻营者
*lightning ,n.闪电
electricity ,n.电，电能
theory ,n.学说，论；原理；看法，意见
thunderstorm ,n.雷雨，雷暴
*ribbon ,n.带子，丝带；带状物
metal ,n.金属
charge ,vt.&vi.充电；收费；控告；谴责；使…承担责任；使充满n.收费；控告；谴责；掌管
electric ,adj.电的，发电的，电动的
*bang ,n.突然的巨响；猛敲，猛击vi.&vt.砸；砰地关上；猛摔；碰撞
with a bang ,很成功；引人注目，有强烈影响
standout ,adj.突出的n.突出的人(或物)
*atomic ,adj.原子能的；原子的
bomb ,n.炸弹；核武器vt.轰炸
*evil ,n.罪恶，罪行；害处，坏处adj.恶毒的；有害的；恶魔的
involve ,vt.包含；牵涉，影响；(使)参加
scientific ,adj.科学的，关于科学的；细致严谨的
credit ,n.赞扬，认可；信用vt.存入金额；把…归于
moral ,adj.道德的；道义上的；品行端正的n.品行，道德；寓意
authority ,n.权威，权力；官方
permit ,n.许可证
apply ,vt.&vi.应用；申请；涂；有关
negate ,vt.取消，使无效；否认，否定
*intellectual ,adj.脑力的；有才智的，智力发达的n.知识分子，脑力劳动者
*mystery ,n.神秘；神秘的人(或事物)；悬疑作品
let sb down ,使某人失望
ignorance ,n.无知
as to ,关于，至于
take it for granted ,想当然地认为，认为…是理所当然
freedom ,n.自由
responsibility ,n.责任，负责；职责，义务
declare ,vt.表明，宣称；公布，宣布；申报
nationality ,n.国籍；民族
put forward ,提出，提议，建议
*evolution ,n.进化；演变，发展
publish ,vt.出版，发行；发表；公布
marriage ,n.结婚，婚姻；已婚状态
选修一,
Unit 1,
mood ,n.情绪，心情；气氛，氛围
combination ,n.结合体，联合体；联合，混合
do the trick ,奏效，起作用，达到目的
creamy ,adj.含奶油的；像奶油的，光滑细腻的；淡黄色的
flavour ,(AmEflavor)n.味，味道；特点，特色vt.给…调味，加味于
greedily ,adv.贪婪地，贪心地
gently ,adv.轻柔地，温和地
dessert ,n.(饭后)甜点，甜食
association ,n.联想，联系；协会，社团；联合，交往
vary ,vi.(根据情况)变化，变更；相异，不同vt.变更，改变
link ,vt.联系，相关联；把…连接起来n.联系，连接；关系，纽带；链接
emotion ,n.情感，强烈的感情，激情，情绪
saucer ,n.碟状物，茶碟，茶托
*vinegar ,n.醋
native ,n.出生于某国(或某地)的人；本地人adj.出生地的；本地的；土著的；土产的
salty ,adj.咸的，含盐的
sour ,adj.酸的，有酸味的；馊的vi.&vt.(使)变坏；变味，酸腐
cry out for ,迫切需要
relieve ,vt.解除，减轻；缓和，缓解
bond ,n.纽带，联系；连接，结合
security ,n.安全；保护措施；保安部门；担保，保证
generate ,vt.产生，引起
calorie ,n.卡，卡路里；千卡
digest ,n.摘要，文摘
lower ,vt.降低，减少；把…放低，使…降下adj.下面的；在底部的；低洼的
cycle ,n.循环；自行车，摩托车vi.骑自行车
enhance ,vt.提高，增强
throw oneself into ,投身于，热衷于
boil ,vt.&vi.用沸水煮；(使)沸腾
fry ,vt.&vi.油炸，油煎
steak ,n.牛排；肉排，肉块
pan ,n.平锅，平底锅
impress ,vt.&vi.使钦佩，给…留下深刻印象；使意识到
buffet ,n.自助餐
bay ,n.(海或湖的)湾
scenery ,n.风景，景色；舞台布景
bet ,"n.打赌，赌注；预计，估计vi.&vt.(bet,bet)下赌注，打赌；敢说"
atmosphere ,n.气氛，氛围；大气；气体；空气
out of this world ,好(或美等)得不得了，非凡，呱呱叫
version ,n.变体，变种；说法；版本
filling ,n.(糕点等的)馅
elderly ,adj.年纪较大的，上了年纪的
bake ,vt.&vi.烘烤；烤硬
flour ,n.面粉
adorable ,adj.可爱的，讨人喜爱的
mild ,adj.不浓的，淡味的；暖和的；温和的；不严重的
*tiramisu ,n.提拉米苏
bakery ,n.面包(糕饼)店
*layer ,n.层，表层；层次
cheese ,n.干酪，奶酪
bitter ,adj.味苦的；激烈的；令人难过的；严寒的
cream ,n.奶油，乳脂；护肤霜
*ingredient ,n.材料，成分；因素，要素
loose ,adj.不受约束的；未固定牢的；零散的；宽松的；疏松的
let sth loose ,释放；放任
*chilli ,(AmEchili)n.辣椒
pepper ,n.甜椒；胡椒粉
Sichuan pepper ,花椒
onion ,n.洋葱，葱头
spring onion ,小葱，香葱
damp ,adj.潮湿的，湿气重的
foggy ,adj.有雾的，雾茫茫的
dynasty ,n.朝，代；王朝
expand ,vt.&vi.增加，扩大；扩展，发展(业务)；详谈，详述
multiple ,adj.数量多的，多样的
*sauce ,n.调味汁，酱
plain ,adj.朴素的，简单的；清楚的n.平原
slice ,n.薄片，片；部分，份额vt.把…切成片；切开，割破
chef ,n.主厨，厨师
property ,n.性质，特性；所有物，财产；不动产
appropriate ,adj.合适的
estimate ,n.估计；估计的成本
consume ,vt.吃，喝，饮；消耗，耗费(尤指燃料、能量或时间)
hit the spot ,使人满意，正合需要
*Cantonese ,adj.广东人(或文化)的，粤语的n.(pl.Cantonese)广东人；粤语
*dim sum ,n.点心
essential ,adj.必不可少的；本质的，基本的
innovation ,n.创造，创新；新思想，新方法
concept ,n.概念，观念
stimulate ,vt.促进，激发；刺激，使兴奋
appetite ,n.食欲，胃口；强烈欲望
delicate ,adj.精致的，精细的，精密的；易损的，易碎的，脆弱的
emphasis ,n.(pl.emphases)强调，重视；重读
steam ,vt.&vi.蒸；散发蒸汽n.水蒸气；蒸汽动力；水汽
gram ,n.克
cabbage ,n.甘蓝，卷心菜
wrapper ,n.(食品等的)包装材料，包装纸
mixture ,n.混合物；混合，结合
edge ,n.边，边缘；刀口
apart ,adv.成碎片；分开；相隔
fall apart ,破碎，破裂；崩溃
Unit 2,
*Austrian ,adj.奥地利的，奥地利人的
composer ,n.作曲家，作曲者
symphony ,n.交响乐，交响曲
*concerto ,n.协奏曲
*Polish ,adj.波兰的，波兰人的，波兰语的
compose ,vt.&vi.作曲；组成；撰写；使镇静
deserve ,vt.值得，应得
tear apart ,使(关系密切的人)分离，分开
pleasant ,adj.令人愉快的，可喜的；友好的，和善的
whisper ,vi.&vt.耳语，低语；私下说；沙沙作响n.低语；轻柔的声音；传言
dramatic ,adj.激动人心的，引人注目的；突然的；戏剧的；夸张的
weep ,"vi.&vt.(wept,wept)哭泣，流泪"
overcome ,"vt.(overcame,overcome)受到…的极大影响；克服，解决；战胜"
sorrow ,n.悲伤，悲痛；伤心事
*grave ,n.坟墓；死亡，去世adj.严重的；严肃的
transform ,vi.&vt.(使)变形，(使)改观，(使)转化
forever ,adv.永远；长久地；老是
combine ,vt.&vi.(使)融合；(使)结合，(使)混合；兼做；合并
rely ,on依赖，依靠；信任
blues ,n.(theblues)布鲁斯音乐，蓝调；忧郁，悲伤
folk ,adj.民间的，民俗的n.民间音乐；人们；各位；家人
tune ,n.曲调，曲子vt.调音；调频道；调整
*lyric ,n.歌词；抒情诗adj.抒情的；吟唱的
throw in ,奉送，额外赠送
for good measure ,作为额外增添
rural ,adj.乡村的，农村的
surroundings ,n.周围，环境
*heaven ,n.极乐之地
*breeze ,n.微风，和风
guarantee ,vt.保证，担保；确保；为(产品)提供保修n.保证，担保；保修单
jazz ,n.爵士乐
arch ,n.拱门；拱
adaptation ,n.改编本，改写本；适应
communist ,adj.共产主义的n.共产主义者
*invader ,n.武装入侵的军队(或国家)，侵略者
consist ,of由…组成(或构成)
defend ,vt.&vi.保护，防御；辩白，辩解
*solo ,n.独奏，独唱adj.独自的；独唱的，独奏的
flow ,vi.流，流动；充满；涨起n.流，流动；连贯；涨潮
*spacecraft ,n.(pl.spacecraft)航天(飞行)器，宇宙飞船
solar ,adj.太阳的；太阳能的
greet ,vt.问候，欢迎，招呼
get down to (doing) sth,开始做某事，开始认真注意(或对待)某事
suitable ,adj.合适的，适宜的，适当的，适用的
recording ,n.录音，视频；录制；记录，记载
distant ,adj.遥远的，远处的，久远的；冷淡的；远亲的
volume ,n.音量，响度；体积，容积，容量；量，额
stare ,vi.盯着看，凝视，注视n.盯，凝视，注视
breath ,n.呼吸的空气；一次吸入的空气；微量，迹象
unusual ,adj.特别的，不寻常的；独特的，与众不同的
grab ,vt.&vi.吸引；抓住；赶紧，抓紧
sweep ,"vt.&vi.(swept,swept)席卷，横扫；打扫；吹走；清除n.打扫，清扫"
disc ,(AmEdisk)n.唱片；光碟，光盘；圆盘，圆片
complicated ,adj.复杂的，难懂的
*lane ,n.(乡间)小路；小巷；车道；跑道；航线
accompany ,vt.陪同，陪伴；伴随，与…同时发生；为…伴奏
expectation ,n.希望，盼望；预料，预期；期望，指望
remarkable ,adj.非凡的，奇异的，显著的，引人注目的
stream ,vi.&vt.鱼贯而行，涌动；流，流动n.小溪；(人)流，(车)流
enthusiastic ,adj.热情的，热心的
handkerchief ,n.(pl.handkerchiefsorhandkerchieves)手帕，纸巾
vast ,adj.大量的，辽阔的，巨大的
gifted ,adj.有才华的，有天赋的
reputation ,n.名誉，名声
brilliant ,adj.聪颖的，技艺高的；巧妙的；很成功的；明亮的
prediction ,n.预言，预测
extraordinary ,adj.不寻常的，非凡的；意想不到的，令人惊奇的
depress ,vt.使抑郁，使沮丧；使萧条，使不景气
upset ,"vt.(upset,upset)使烦恼；搅乱；打翻"
possess ,vt.具有(特质)；拥有；支配，控制
abandon ,vt.中止，放弃，不再有；抛弃；舍弃
all of a sudden ,突然，猛地
*orchestra ,n.管弦乐队
desperate ,adj.绝望的；不惜冒险的；极其需要的；极严重的
uplifting ,adj.令人振奋的，鼓舞人心的
ease ,n.容易，轻易；舒适，安逸vi.&vt.(使)宽慰，减轻
genius ,n.天赋，天资；天才
variation ,n.变奏，变奏曲；变化，变更；变体，变种
chorus ,n.合唱曲；副歌；合唱团
grand ,adj.宏大的，宏伟的；壮丽的，堂皇的
*finale ,n.末乐章，终场，结局；结尾
*rhythm ,n.节奏，韵律，律动；规律
Unit 3,
*portrait ,n.肖像，半身画像；详细的描述，描绘
landscape ,n.乡村风景画；风景，景色
wander ,vi.&vt.闲逛，漫步；走失；走神；蜿蜒曲折
gallery ,n.展览馆，画廊；长廊，走廊；楼上旁听席
decade ,n.十年，十年期
mostly ,adv.主要地，一般地
pond ,n.池塘，水池
*canvas ,n.画布，油画；帆布
neighbourhood ,(AmEneighborhood)n.街区，城区；邻近的地方
strike ,"vt.&vi.(struck,struck)突然想到；撞，碰；打；突击；罢工；划(火柴)n.罢工；袭击；击，打"
setting ,n.环境，背景；情节背景
like-minded ,adj.想法相同的，志趣相投的
liberation ,n.解放，摆脱
opposed ,adj.截然不同的；强烈反对的
as opposed ,to(表示对比)而，相对于
dominate ,vt.&vi.在…中具有最重要(或明显)的特色；支配，控制；占有优势；俯视
employ ,vt.运用，使用；雇用
brushwork ,n.(画家的)笔触，画法
realistic ,adj.逼真的，栩栩如生的；现实的，实际的；明智的
essence ,n.本质，精髓；香精，精油
vivid ,adj.鲜明的，耀眼的；生动的
vision ,n.远见卓识；视力，视野；想象
display ,vt.陈列，展出；显示，表现n.陈列，展览；表现；展示
worthy ,adj.值得(或应得)…的；值得尊敬的，值得注意的
calling ,n.职业，事业；使命感
shade ,n.阴影部分；色度；阴凉处
bathe ,vt.以(光线)洒满，覆盖，使沐浴(在光线里)；用水清洗
*pixel ,n.像素
wage ,vt.开始，发动n.(通常指按周领的)工资，工钱
campaign ,n.(宣传)活动，运动；战役vt.&vi.发起运动，参加活动
architecture ,n.建筑设计，建筑风格；建筑学
toast ,n.吐司，烤面包片；干杯，祝酒vt.为…干杯；烤；取暖
garlic ,n.蒜，大蒜
mushroom ,n.蘑菇
arrange ,vt.&vi.整理，布置；安排，筹备
raw ,adj.未经加工的，自然状态的；生的，未烹制的
*scroll ,n.长卷纸，卷轴
insight ,n.洞悉，了解；洞察力，领悟
crop ,n.庄稼，作物；收成，产量
wind ,"vi.&vt.(wound,wound)蜿蜒，迂回；上发条；缠绕"
sail ,vi.&vt.(乘船)航行；起航；驾驶(船只)；飘，掠n.帆；乘船航行
civilian ,n.平民，老百姓，庶民
all walks of life ,各行各业，社会各界
butcher ,n.肉贩，屠夫
go about sth ,忙于做某事，继续做某事
apparent ,adj.显而易见，明白易懂，显然
*ink ,n.墨水，墨汁
*perspective ,n.透视法；态度，观点；客观判断力；景观，远景
precise ,adj.细致的，精细的；准确的，精确的；恰好的
ambitious ,adj.宏大的，艰巨的；有野心的，有雄心的
enormous ,adj.巨大的，庞大的
comprehensive ,adj.全面的，详尽的；综合性的
clothing ,n.衣服，服装
temple ,n.庙宇，寺院
structure ,n.建筑物；结构，构造；精心组织
overall ,adj.全面的，综合的adv.全部，总计；一般来说，大体上
critic ,n.批评家，评论家；批评者，挑剔的人
inspection ,n.检查，查看，审视；视察
expose ,vt.揭露，揭穿；暴露，显露；使遭受；使接触
political ,adj.政治的，政府的，政权的；政党的，党派的
soldier ,n.军人，士兵
crisis ,n.(pl.crises)危机，危急关头；危难时刻，病危期
decline ,n.衰退，衰落，减少，下降vi.&vt.减少，下降，衰退，衰落；谢绝
overthrow ,n.推翻，打倒
be down to ,由…引起(或造成)
*scale ,n.规模，范围；等级，级别；标度；比例
emperor ,n.皇帝
in ,one’sownright凭自身的资格(或努力)
outstanding ,adj.优秀的，杰出的；突出的，明显的
exhibition ,n.展览，展出
rare ,adj.稀少的，罕见的；稀罕的，珍贵的
speak volumes about ,充分说明，清楚表明
historic ,adj.历史上著名的；有史时期的
career ,n.经历，事业；生涯，职业
Unit 4,
*barren ,adj.贫瘠的，不毛的；不结果实的
frozen ,adj.结冰的，冰封的；冷冻的；冻僵的
imply ,vt.含有…的意思，暗示，暗指
dimension ,n.方面，侧面；规模，程度；维
grasp ,n.理解，领会；抓紧，握紧，控制；能力所及vt.抓紧；领会，理解
detect ,vt.发现，查明，侦察出
rhyme ,n.押韵词；押韵vt.使押韵vi.和…同韵
complex ,adj.复杂的，难懂的n.建筑群；复合体；情结
contradictory ,adj.相互矛盾的，对立的
dig up ,发现，搜集，查明
clue ,n.线索，提示；迹象
cage ,vt.把(动物)关在笼中n.笼子
*trill ,n.(鸟的)啼啭；颤音vt.欢快地高声说vi.发颤音
interpret ,vt.解释，阐释；把…理解为，领会；演绎vi.口译
patience ,n.耐心，忍耐力
aside ,adv.到旁边，在旁边；留，存；除…以外
set sth aside ,把…放一边；留出
remote ,adj.偏远的，偏僻的；遥远的，久远的；远亲的
reward ,vt.奖励，奖赏n.奖励，回报；悬赏金
constantly ,adv.始终，一直
logical ,adj.符合逻辑的；必然的，合乎情理的
inner ,adj.内心的，隐藏的；里面的，内部的
perceive ,vt.注意到，意识到；将…理解为，将…视为
reality ,n.现实，实际情况；事实，实际经历
mist ,n.薄雾，水汽
novelist ,n.小说家
break with sth ,与某事终止关联，破除
ideal ,n.理想；典范adj.完美的，理想的
rigid ,adj.死板的，僵硬的；固执的，僵化的
undergo ,"vt.(underwent,undergone)经历，经受"
industrialization ,n.工业化
advocate ,n.拥护者，支持者；辩护律师
belief ,n.看法，信念；信仰；相信，信心
era ,n.时代，年代
district ,n.区，行政区；地区，区域
*diverge ,vi.分叉，岔开；分歧，相异；偏离
bend ,"vi.&vt.(bent,bent)(使)拐弯，弯曲n.拐弯，弯道"
claim ,n.声明，宣称；所有权；索赔vt.宣称，声称；要求；索取；获得
*tread ,"vi.&vt.(trod,trodden)踩，踏；踩碎，践踏；行走，步行"
*sigh ,n.&vi.叹气，叹息
hence ,adv.因此，由此
dare ,vi.&vt.敢于，胆敢；激(某人做某事)
*dweller ,n.居民，居住者
striking ,adj.引人注目的，显著的；妩媚动人的，标致的
characterize ,(alsocharacterise)vt.是…的特征，以…为典型；使…具有特点；描述，刻画
Confucianism ,n.儒家，儒学，孔子学说
*Taoism ,n.道教，道家
*legend ,n.传说，传奇故事；传奇人物
encounter ,vt.偶然碰到，意外地遇见；遭遇，碰到n.相遇，遭遇，冲突
*nourish ,vt.培养，助长；抚养，滋养
numerous ,adj.众多的，许多的
*glorious ,adj.荣耀的，光荣的；壮丽的，辉煌的
*boom ,n.(贸易和经济活动的)激增，繁荣vi.迅速发展，激增，繁荣昌盛
stability ,n.稳定(性)，稳固(性)
tolerant ,adj.宽容的，容忍的；能耐…的
liberty ,n.自由
*unconstrained ,adj.不受约束的，自由的
vitality ,n.生命力，活力，热情
distinguish ,vt.&vi.成为…的特征，使有别于；区分，辨别；认出；使出众
*exaggeration ,n.夸张，夸大
*metaphor ,n.暗喻，隐喻
representative ,adj.典型的，有代表性的n.典型人物，代表性人物；代表
frost ,n.霜；霜冻，严寒天气
cast ,"vt.(cast,cast)投射；向…投以(视线、笑容等)；投，抛；选派角色n.全体演员；投，抛"
owe ,vt.欠(情)；欠(债)
debt ,n.人情债，情义，恩情；借款，欠款，债务
*fascinate ,vt.&vi.深深吸引，迷住
entitle ,vt.(usuallypassive)给…命名；使享有权利，使符合资格
blame ,vt.把…归咎于，责怪，指责n.责任，责备，指责
allowance ,n.津贴，补助；限额；零花钱
make allowance for ,体谅；考虑到，估计到
*triumph ,n.巨大成功，重大成就，伟大胜利vi.打败，战胜，成功
*impostor ,n.冒名顶替者，冒名行骗者
unforgiving ,adj.棘手的；不饶人的，不宽容的
选修二,
Unit 1,
critical ,adj.批评的，批判性的；关键的；危急的
trap ,vt.使落入险境；卡住，绊住n.陷阱，罗网；圈套；困境，牢笼
release ,vt.发布；释放；松开；发泄n.释放；发行；排放，泄漏
ambulance ,n.救护车
extend ,vi.&vt.延伸(距离)；扩大；延长；伸展
construction ,n.建筑，建造；建造物
dozen ,n.许多；(一)打；十来个
dozens of ,很多，许多
minor ,adj.轻微的，次要的
bath ,n.洗澡，洗浴；浴缸，浴盆
scream ,vi.&vt.尖叫；高声喊；发出大而尖的声音n.尖叫，尖锐刺耳的声音
bark ,vi.(狗)吠叫vt.厉声发令n.(狗)吠声；短促响亮的人声；树皮
choke ,vt.&vi.(使)窒息；(使)哽咽，(尤指感情激动而)说不出话来
cigarette ,n.香烟
carpet ,n.地毯；覆盖地面的一层厚东西
automatic ,adj.自动的；无意识的，不假思索的
investigate ,vt.&vi.侦查，调查；研究
come about ,发生
journalist ,n.新闻记者，新闻工作者
priority ,n.优先事项，首要事情；优先权，重点
contradict ,vt.相矛盾，相反；反驳，驳斥
factual ,adj.事实的，真实的
instance ,n.例子，事例
for instance ,例如，比如
differ ,vi.相异；意见相左
conclusion ,n.结论，推论；结束，结果；签订，达成
false ,adj.错误的，不真实的；非天生的；假的，伪造的；不真诚的
bring sth to light ,揭露，披露
minimum ,n.最小值，最少量adj.最低的，最小的
maximum ,n.最大量，最大限度adj.最高的，最多的
sum ,up总结，概括
sum ,n.金额，款项；总和，总数；全部
accurate ,adj.正确无误的；精确的
committed ,adj.尽心尽力的
be committed to ,致力于
discrimination ,n.辨别力，识别力；歧视，区别对待
curiosity ,n.好奇心，求知欲；奇物，珍品
journalism ,n.新闻业，新闻工作
commitment ,n.献身，投入；承诺，许诺；花费
persuade ,vt.说服；使信服
advertisement ,n.(informalad)广告，启事；广告活动，广告宣传
citizen ,n.公民；市民，居民
found ,vt.创建，创办；建立，兴建
politics ,n.政治，政治事务；(个人的)政治观点，政见
accuse ,vt.谴责，控诉
tax ,n.税，税款vt.对…征税，使纳税
mount ,vi.逐步增加vt.攀登，爬上n.山
channel ,n.途径，渠道；电视台；频道；方法；水渠
peak ,adj.高峰时期的，最高度的n.顶峰，高峰；山峰；尖端vi.达到高峰，达到最高值
advertise ,vt.&vi.做广告，登广告；公布，征聘；展现，宣传
boost ,vt.使增长，使兴旺n.增长，提高；帮助，激励
mount up ,(尺寸和数量上)增加，上升
*elevation ,n.提高；提升；海拔
profession ,n.行业，职业；同行；宣称，声明
drama ,n.戏剧；戏剧性事件
scholarship ,n.奖学金；学术
category ,n.类别，种类
nevertheless ,adv.尽管如此
witness ,vt.&vi.是发生…的时间(或地点)，见证；目击；作证；是…的迹象n.目击者，见证人；证人
edition ,n.版本；一份，一期；版次
platform ,n.计算机平台；站台，月台；讲台，舞台
spring up ,迅速出现，突然兴起
interaction ,n.互动；互相作用
membership ,n.(统称)会员，会员人数；会员资格
chart ,n.图表；海图；(thecharts)排行榜vt.记录；制订计划；绘制区域地图
broadcast ,"n.广播节目，电视节目vi.&vt.(broadcast,broadcast)播送，广播；散布，传播"
advertising ,n.广告活动，广告业
persuasion ,n.说服，劝说；信仰
psychology ,n.心理，心理特征；心理学
purchase ,vt.买，购买n.购买，采购；购买的东西，购买项目
memorable ,adj.难忘的，值得纪念的
*slogan ,n.标语，口号
teapot ,n.茶壶
get across ,被传达，被理解，把…讲清楚
*brand ,n.品牌；类型；烙印
*ambassador ,n.大使，代表
placement ,n.放置；安置
rating ,n.收视率；等级，级别
sponsor ,vt.赞助；主办；为慈善活动捐款；资助n.赞助商；为慈善活动捐款的人
absorb ,vt.理解，掌握；吸收；吸引全部注意力
discount ,n.折扣vt.打折出售
tailor ,vt.专门制作，定做n.裁缝
brighten ,up(使)增添乐趣；使更艳丽
housing ,n.住房，住宅
estate ,n.住宅区；(通常指农村的)大片私有土地；个人财产，(尤指)遗产
housing estate ,住宅区，住宅群
amuse ,vt.(提供)消遣；逗笑
Unit 2,
solidarity ,n.团结，齐心协力
*BCE ,abbr.公元前
participate ,vi.参加，参与
compete ,vi.参加比赛；竞争
racial ,adj.种族的；种族间的
diverse ,adj.多种多样的，不同的
joint ,adj.联合的，共同的n.关节；接合处
motivate ,vt.激励，激发；成为…的动机，是…的原因
